SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,922 James St,Wilkinsburg,PA,15221,75000,3,1.0,Wilkinsburg,1288,5662,1960,48,58,,Active,,,http://www.redfin.com/PA/Pittsburgh/922-James-St-15221/home/73547235,West Penn MLS,1522469,N,Y,40.4472718,-79.877874
MLS Listing,,Townhouse,3917 Nantasket St,Greenfield,PA,15207,183000,3,1.0,Greenfield,,,1909,48,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3917-Nantasket-St-15207/home/74673748,West Penn MLS,1522467,N,Y,40.4273059,-79.9403619
MLS Listing,,Single Family Residential,112 Auburn,Lincoln-Larimer,PA,15235,69750,4,1.5,Lincoln-Larimer,1884,2613,1880,48,37,,Active,,,http://www.redfin.com/PA/Lincoln-Larimer/112-Auburn-15235/home/176434057,West Penn MLS,1522445,N,Y,40.4697462,-79.8968405
MLS Listing,,Ranch,0 Platt Ave,Beechview,PA,15216,269000,0,,Beechview,,37461,,48,,,Active,,,http://www.redfin.com/PA/Beechview/0-Platt-AVE-15216/home/176433567,West Penn MLS,1522181,N,Y,40.3929691,-80.0479039
MLS Listing,,Single Family Residential,5341 Baptist Rd,Whitehall,PA,15236,215000,3,2.0,Whitehall,1637,36154,1911,48,131,,Active,,,http://www.redfin.com/PA/Pittsburgh/5341-Baptist-Rd-15236/home/74585548,West Penn MLS,1521818,N,Y,40.3533054,-80.0066124
MLS Listing,,Single Family Residential,2 Sylvia Ln,Wilkins Twp,PA,15235,350000,3,2.5,Wilkins Twp,2422,,1973,48,145,,Active,,,http://www.redfin.com/PA/Pittsburgh/2-Sylvia-Ln-15235/home/74636946,West Penn MLS,1522094,N,Y,40.4410898,-79.8235243
MLS Listing,,Single Family Residential,3349 Bethel Church Rd,Upper St. Clair,PA,15241,196000,3,1.5,Upper St. Clair,900,12632,1950,49,218,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/3349-Bethel-Church-Rd-15241/home/74649590,West Penn MLS,1522133,N,Y,40.3280813,-80.063435
MLS Listing,,Single Family Residential,5341 Broad,Garfield,PA,15224,259000,5,1.5,Garfield,1378,,1900,49,188,,Active,,,http://www.redfin.com/PA/Pittsburgh/5341-Broad-St-15224/home/74657904,West Penn MLS,1522406,N,Y,40.4658021,-79.9366776
MLS Listing,,Single Family Residential,6747 Wilkins Ave,Squirrel Hill,PA,15217,629000,4,3.5,Squirrel Hill,,,1930,49,,,Active,,,http://www.redfin.com/PA/Pittsburgh/6747-Wilkins-Ave-15208/home/74476295,West Penn MLS,1522341,N,Y,40.4470641,-79.9118912
MLS Listing,,Multi-Family (2-4 Unit),119 S 18th,South Side,PA,15203,339900,5,2.0,South Side,,,,49,,,Active,,,http://www.redfin.com/PA/Pittsburgh/119-S-18th-St-15203/home/176409193,West Penn MLS,1521884,N,Y,40.4273179,-79.9804976
MLS Listing,,Single Family Residential,2202 Tree Top Ln,Upper St. Clair,PA,15241,1579900,5,4.5,Upper St. Clair,4767,45302,2021,49,331,,Active,,,http://www.redfin.com/PA/PITTSBURGH/2202-TREE-TOP-LN-15241/home/104644559,West Penn MLS,1522309,N,Y,40.338979,-80.088175
MLS Listing,,Single Family Residential,825 Pallas Dr,McCandless,PA,15237,240000,3,2.0,McCandless,1330,14810,1947,49,180,,Active,,,http://www.redfin.com/PA/Pittsburgh/825-Pallas-Dr-15237/home/74739571,West Penn MLS,1522270,N,Y,40.579026,-80.0235157
MLS Listing,,Single Family Residential,1352 High Oak,Upper St. Clair,PA,15241,699000,5,4.0,Upper St. Clair,3257,,1991,49,215,,Active,,,http://www.redfin.com/PA/Pittsburgh/1352-High-Oak-Ct-15241/home/74619533,West Penn MLS,1522245,N,Y,40.339346,-80.0947176
MLS Listing,,Single Family Residential,9 Ellendell St,Carrick,PA,15210,126000,3,1.0,Carrick,1327,,1915,49,95,,Active,,,http://www.redfin.com/PA/Pittsburgh/9-Ellendell-St-15210/home/74687632,West Penn MLS,1522319,N,Y,40.3988553,-79.9955601
MLS Listing,,Single Family Residential,510 Calvert Ave,Baldwin Boro,PA,15227,159900,3,1.5,Baldwin Boro,875,6534,1952,49,183,,Active,,,http://www.redfin.com/PA/Pittsburgh/510-Calvert-Ave-15227/home/74685770,West Penn MLS,1522115,N,Y,40.3955553,-79.9762481
MLS Listing,,Condo/Co-op,265 Main St #2,Lawrenceville,PA,15201,429900,3,2.5,Lawrenceville,,,1900,49,,144,Active,,,http://www.redfin.com/PA/Pittsburgh/265-Main-St-15201/unit-2/home/74711226,West Penn MLS,1521747,N,Y,40.4685021,-79.9587579
MLS Listing,,Single Family Residential,2640 Quarry St,South Side,PA,15210,165000,3,1.0,South Side,1860,,1900,49,89,,Active,,,http://www.redfin.com/PA/Pittsburgh/2640-Quarry-St-15210/home/74497713,West Penn MLS,1522251,N,Y,40.4199501,-79.9859593
MLS Listing,,Single Family Residential,3138 Wabash Ave,Castle Shannon,PA,15234,114900,3,1.5,Castle Shannon,1392,2178,1924,49,83,,Active,,,http://www.redfin.com/PA/Pittsburgh/3138-Wabash-Ave-15234/home/74527572,West Penn MLS,1522241,N,Y,40.3739972,-80.0090585
MLS Listing,,Ranch,1319 Sandusky St,Central North Side,PA,15212,116900,0,,Central North Side,,1306,,49,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1319-Sandusky-St-15212/home/75162388,West Penn MLS,1522235,N,Y,40.4575006,-80.0052725
MLS Listing,,Condo/Co-op,320 Fort Duquesne Blvd Unit 7M,Downtown Pgh,PA,15222,169900,1,1.0,Downtown Pgh,1033,,1964,49,164,768,Active,,,http://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-7M/home/74533104,West Penn MLS,1522147,N,Y,40.4426006,-80.0069837
MLS Listing,,Single Family Residential,1236 Resaca Pl,Central North Side,PA,15212,422000,2,1.0,Central North Side,,,1880,50,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1236-Resaca-Pl-15212/home/74552164,West Penn MLS,1521851,N,Y,40.4561557,-80.0120397
MLS Listing,,Single Family Residential,117 45th St,Lawrenceville,PA,15201,949000,3,3.5,Lawrenceville,3000,2178,2021,50,316,,Active,,,http://www.redfin.com/PA/Pittsburgh/117-45th-St-15201/home/102067246,West Penn MLS,1522063,N,Y,40.4740592,-79.9615766
MLS Listing,,Single Family Residential,200 Bird Park Dr,Mt. Lebanon,PA,15228,375000,4,2.5,Mt. Lebanon,,,1967,50,,,Active,,,http://www.redfin.com/PA/Pittsburgh/200-Bird-Park-Dr-15228/home/74530491,West Penn MLS,1522032,N,Y,40.3682572,-80.0607175
MLS Listing,,Single Family Residential,1330 Kinmount,Banksville/Westwood,PA,15205,174900,3,1.5,Banksville/Westwood,875,5227,1956,50,200,,Active,,,http://www.redfin.com/PA/Pittsburgh/1330-Kinmount-St-15205/home/74622673,West Penn MLS,1522137,N,Y,40.433427,-80.0527283
MLS Listing,,Single Family Residential,344 Jacks Run Rd,Ross Twp,PA,15202,315000,3,2.5,Ross Twp,1200,57499,1971,50,263,,Active,,,http://www.redfin.com/PA/Pittsburgh/344-Jacks-Run-Rd-15202/home/73498902,West Penn MLS,1522139,N,Y,40.5039352,-80.039062
MLS Listing,,Single Family Residential,420 Fisk St,Lawrenceville,PA,15224,264900,2,1.0,Lawrenceville,902,871,1900,50,294,,Active,,,http://www.redfin.com/PA/Pittsburgh/420-Fisk-St-15224/home/74653415,West Penn MLS,1522125,N,Y,40.4647549,-79.9566586
MLS Listing,,Single Family Residential,606 N Euclid Ave,East Liberty,PA,15206,625000,5,4.5,East Liberty,2470,3920,1910,50,253,,Active,,,http://www.redfin.com/PA/Pittsburgh/606-N-Euclid-Ave-15206/home/74743820,West Penn MLS,1522053,N,Y,40.4680882,-79.9242329
MLS Listing,,Single Family Residential,199 S Grandview Ave,Crafton,PA,15205,223900,3,2.0,Crafton,1276,10018,1961,50,175,,Active,November-7-2021 11:00 AM,November-7-2021 01:00 PM,http://www.redfin.com/PA/Pittsburgh/199-S-Grandview-Ave-15205/home/74709912,West Penn MLS,1522050,N,Y,40.427006,-80.0783086
MLS Listing,,Single Family Residential,2645 Cedarvue Dr,Upper St. Clair,PA,15241,415000,4,2.5,Upper St. Clair,2378,13503,1950,50,175,,Active,,,http://www.redfin.com/PA/Pittsburgh/2645-Cedarvue-Dr-15241/home/74707958,West Penn MLS,1521833,N,Y,40.3129463,-80.0931905
MLS Listing,,Single Family Residential,7314 Idlewild,Homewood-Brushton,PA,15208,85000,3,1.0,Homewood-Brushton,,,1900,51,,,Active,,,http://www.redfin.com/PA/Pittsburgh/7314-Idlewild-St-15208/home/73544910,West Penn MLS,1521755,N,Y,40.457378,-79.8931379
MLS Listing,,Townhouse,121 Chapel Harbor Dr,O'Hara,PA,15238,475000,3,2.5,O'Hara,2880,3484,2008,51,165,221,Active,,,http://www.redfin.com/PA/Pittsburgh/121-Chapel-Harbor-Dr-15238/home/74439441,West Penn MLS,1521734,N,Y,40.4857067,-79.8796667
MLS Listing,,Ranch,0 Foxwood Ln,Scott Twp - SAL,PA,15220,89900,0,,Scott Twp - SAL,,12196,,51,,,Active,,,http://www.redfin.com/PA/PITTSBURGH/FOXWOOD-LN-15220/home/147554556,West Penn MLS,1521940,N,Y,40.394617,-80.07374
MLS Listing,,Single Family Residential,943 Goldenrod,Lincoln Place,PA,15120,134900,2,1.0,Lincoln Place,,,1940,51,,,Active,,,http://www.redfin.com/PA/Homestead/943-Goldenrod-St-15120/home/74483003,West Penn MLS,1521910,N,Y,40.379531,-79.9139136
MLS Listing,,Single Family Residential,1761 Brett,Banksville/Westwood,PA,15205,182900,2,1.0,Banksville/Westwood,,,1962,51,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1761-Brett-St-15205/home/74620167,West Penn MLS,1521876,N,Y,40.431556,-80.0566138
MLS Listing,,Single Family Residential,314 Queensberry Cir,Mt. Lebanon,PA,15234,379500,3,2.5,Mt. Lebanon,,,1983,51,,485,Active,,,http://www.redfin.com/PA/Pittsburgh/314-Queensberry-Cir-15234/home/74586694,West Penn MLS,1521861,N,Y,40.3528215,-80.0413226
MLS Listing,,Multi-Family (2-4 Unit),2206 Woodstock Ave,Swissvale,PA,15218,453875,5,4.0,Swissvale,,3049,1952,52,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2206-Woodstock-Ave-15218/home/74520172,West Penn MLS,1521789,N,Y,40.419262,-79.8850185
MLS Listing,,Single Family Residential,16 Hawthorne Ave,Crafton,PA,15205,309000,4,2.5,Crafton,2376,3920,1905,52,130,,Active,,,http://www.redfin.com/PA/Pittsburgh/16-Hawthorne-Ave-15205/home/74709292,West Penn MLS,1521772,N,Y,40.4314615,-80.0710194
MLS Listing,,Condo/Co-op,107 Holmes Pl,Oakland,PA,15213,229900,3,1.5,Oakland,1462,435,1985,52,157,196,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/107-Holmes-Pl-15213/home/74577459,West Penn MLS,1521759,N,Y,40.432285,-79.954191
MLS Listing,,Single Family Residential,200 Lucca Ln,Upper St. Clair,PA,15241,799900,3,3.5,Upper St. Clair,,,2020,52,,277,Active,,,http://www.redfin.com/PA/Pittsburgh/200-Lucca-Ln-15241/home/146264407,West Penn MLS,1521774,N,Y,40.3482768,-80.0591875
MLS Listing,,Single Family Residential,1630 Mcelhinny,Lincoln Place,PA,15207,104900,3,2.0,Lincoln Place,990,,1915,52,106,,Active,,,http://www.redfin.com/PA/Pittsburgh/1630-McElhinny-Ave-15207/home/74524659,West Penn MLS,1521581,N,Y,40.3657766,-79.9076493
MLS Listing,,Single Family Residential,3124 Jane St,South Side,PA,15203,335000,3,2.5,South Side,,2613,1890,52,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3124-Jane-St-15203/home/74583014,West Penn MLS,1521420,N,Y,40.4220599,-79.9631167
MLS Listing,,Single Family Residential,5445 Avondale Pl,Highland Park,PA,15206,435000,4,2.5,Highland Park,1950,2613,1915,52,223,,Active,,,http://www.redfin.com/PA/Pittsburgh/5445-Avondale-Pl-15206/home/74741979,West Penn MLS,1521649,N,Y,40.4745129,-79.9287699
MLS Listing,,Single Family Residential,2434 Cobden,South Side,PA,15203,144250,2,1.0,South Side,,,1910,52,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2434-Cobden-St-15203/home/74491268,West Penn MLS,1521677,N,Y,40.4198336,-79.9711791
MLS Listing,,Townhouse,3037 Spring Way,Downtown Pgh,PA,15201,289900,2,2.0,Downtown Pgh,950,,1900,52,305,,Active,,,http://www.redfin.com/PA/Pittsburgh/3037-Spring-Way-15201/home/73573751,West Penn MLS,1521638,N,Y,40.45924,-79.9715835
MLS Listing,,Single Family Residential,105 Imogene Rd,Greenfield,PA,15217,154900,3,1.0,Greenfield,1323,6534,1930,53,117,,Active,,,http://www.redfin.com/PA/Pittsburgh/105-Imogene-Rd-15217/home/74758798,West Penn MLS,1521594,N,Y,40.4133714,-79.9230087
MLS Listing,,Single Family Residential,1341 Marlboro Ave,Wilkinsburg,PA,15221,149500,3,1.0,Wilkinsburg,1260,3049,1924,53,119,,Active,,,http://www.redfin.com/PA/Pittsburgh/1341-Marlboro-Ave-15221/home/74546903,West Penn MLS,1521422,N,Y,40.4366326,-79.8712571
MLS Listing,,Single Family Residential,139 Quail Ave,Penn Hills,PA,15235,189900,3,2.0,Penn Hills,1465,6098,1941,53,130,,Active,,,http://www.redfin.com/PA/Pittsburgh/139-Quail-Dr-15235/home/74636200,West Penn MLS,1521482,N,Y,40.4548883,-79.83067
MLS Listing,,Multi-Family (2-4 Unit),190-192 Knox Ave,Knoxville,PA,15210,260000,4,4.0,Knoxville,,2613,1887,54,,,Active,,,http://www.redfin.com/PA/Pittsburgh/190-Knox-Ave-15210/home/74590034,West Penn MLS,1521515,N,Y,40.4118412,-79.9901683
MLS Listing,,Single Family Residential,527 Dorseyville Rd,O'Hara,PA,15238,675000,4,2.5,O'Hara,2428,12196,1967,54,278,,Active,,,http://www.redfin.com/PA/Pittsburgh/527-Dorseyville-Rd-15238/home/74596516,West Penn MLS,1520686,N,Y,40.5288607,-79.915466
MLS Listing,,Single Family Residential,4539 Parnell St,Greenfield,PA,15207,248500,3,1.5,Greenfield,1500,3049,1900,54,166,,Active,,,http://www.redfin.com/PA/Pittsburgh/4539-Parnell-St-15207/home/74678417,West Penn MLS,1521488,N,Y,40.4162441,-79.9417314
MLS Listing,,Single Family Residential,4145 Windsor St,Greenfield,PA,15217,249900,3,2.0,Greenfield,1925,3049,1928,54,130,,Active,,,http://www.redfin.com/PA/Pittsburgh/4145-Windsor-St-15217/home/73558319,West Penn MLS,1521486,N,Y,40.4237806,-79.9292281
MLS Listing,,Single Family Residential,3567 Bigelow Blvd,Polish Hill,PA,15213,2990000,4,2.5,Polish Hill,2500,,1930,54,1196,,Active,,,http://www.redfin.com/PA/Pittsburgh/3567-Bigelow-Blvd-15213/home/170285673,West Penn MLS,1521479,N,Y,40.459024,-79.958433
MLS Listing,,Single Family Residential,2266 Almont,Carrick,PA,15210,159900,5,1.5,Carrick,,,1910,55,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2266-Almont-St-15210/home/74764739,West Penn MLS,1521440,N,Y,40.3888119,-79.9889194
MLS Listing,,Condo/Co-op,5728 Elwood St #3,Shadyside,PA,15232,174900,1,1.0,Shadyside,747,,1969,55,234,175,Active,,,http://www.redfin.com/PA/Pittsburgh/5728-Elwood-St-15232/unit-3/home/74745944,West Penn MLS,1521421,N,Y,40.4529041,-79.9300698
MLS Listing,,Condo/Co-op,301 5th Ave #615,Downtown Pgh,PA,15222,1425000,3,2.5,Downtown Pgh,3000,,2010,55,475,1260,Active,,,http://www.redfin.com/PA/Pittsburgh/301-Fifth-Ave-15222/unit-615/home/74446203,West Penn MLS,1521408,N,Y,40.4407097,-79.9997227
MLS Listing,,Condo/Co-op,350 Oliver Ave #1210,Downtown Pgh,PA,15222,799000,2,2.0,Downtown Pgh,1156,,2020,55,691,485,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1210/home/147931281,West Penn MLS,1521218,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #1009,Downtown Pgh,PA,15222,789000,2,2.0,Downtown Pgh,1394,,2018,55,566,585,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1009/home/174699681,West Penn MLS,1521216,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #1005,Downtown Pgh,PA,15222,567000,2,2.0,Downtown Pgh,1050,,2020,55,540,448,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1005/home/174699679,West Penn MLS,1521214,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #909,Downtown Pgh,PA,15222,775000,2,2.0,Downtown Pgh,1394,,2018,55,556,585,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-909/home/174245618,West Penn MLS,1521220,N,Y,40.4409654,-79.9995138
MLS Listing,,Single Family Residential,1903 Buena Vista St,Central North Side,PA,15214,370000,3,2.5,Central North Side,1728,1742,1900,55,214,,Active,,,http://www.redfin.com/PA/Pittsburgh/1903-Buena-Vista-St-15214/home/74550936,West Penn MLS,1521396,N,Y,40.4611427,-80.0147369
MLS Listing,,Condo/Co-op,350 Oliver Ave #804,Downtown Pgh,PA,15222,769000,2,2.0,Downtown Pgh,922,,2020,55,834,387,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-804/home/169734901,West Penn MLS,1521212,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #1102,Downtown Pgh,PA,15222,639000,2,2.0,Downtown Pgh,1058,,2020,55,604,444,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1102/home/171028101,West Penn MLS,1521211,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #801,Downtown Pgh,PA,15222,550000,2,2.0,Downtown Pgh,922,,2020,55,597,389,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-801/home/171304341,West Penn MLS,1521210,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #1207,Downtown Pgh,PA,15222,455000,1,0.5,Downtown Pgh,816,,2019,55,558,342,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1207/home/145008704,West Penn MLS,1521199,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #803,Downtown Pgh,PA,15222,499000,1,1.0,Downtown Pgh,750,,2018,55,665,296,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-803/home/145006266,West Penn MLS,1520980,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #907,Downtown Pgh,PA,15222,439000,1,1.5,Downtown Pgh,816,,2020,55,538,342,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-907/home/171314319,West Penn MLS,1521189,N,Y,40.4409654,-79.9995138
MLS Listing,,Condo/Co-op,350 Oliver Ave #809,Downtown Pgh,PA,15222,2688000,3,3.5,Downtown Pgh,2650,,2020,55,1014,1128,Active,,,http://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-809/home/145007549,West Penn MLS,1521221,N,Y,40.4409654,-79.9995138
MLS Listing,,Ranch,1420 Park Blvd,Dormont,PA,15216,75000,0,,Dormont,,3484,,55,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1420-Park-Blvd-15216/home/142337174,West Penn MLS,1521316,N,Y,40.3917019,-80.0396339
MLS Listing,,Ranch,4921 Butler St,Lawrenceville,PA,15201,249900,0,,Lawrenceville,,3049,,55,,,Active,,,http://www.redfin.com/PA/Pittsburgh/4921-Butler-St-15201/home/74734906,West Penn MLS,1521187,N,Y,40.4777889,-79.956382
MLS Listing,,Ranch,243 Skyview Dr,Upper St. Clair,PA,15241,139000,0,,Upper St. Clair,,25264,,55,,,Active,,,http://www.redfin.com/PA/Pittsburgh/243-Skyview-Dr-15241/home/73582390,West Penn MLS,1520864,N,Y,40.3040096,-80.088041
MLS Listing,,Condo/Co-op,806 Penn Ave #1,Downtown Pgh,PA,15222,299000,1,1.5,Downtown Pgh,1181,,1876,55,253,225,Active,,,http://www.redfin.com/PA/Pittsburgh/806-Penn-Ave-15222/unit-1/home/73538988,West Penn MLS,1521307,N,Y,40.4433505,-79.9989108
MLS Listing,,Single Family Residential,205 Elfort Dr,Penn Hills,PA,15235,162750,3,1.5,Penn Hills,950,,1960,56,171,,Active,,,http://www.redfin.com/PA/Pittsburgh/205-Elfort-Dr-15235/home/74697214,West Penn MLS,1521273,N,Y,40.4925758,-79.7943458
MLS Listing,,Single Family Residential,9125 Pine St,Plum Boro,PA,15239,92750,2,1.0,Plum Boro,1110,,1930,56,84,,Active,,,http://www.redfin.com/PA/Pittsburgh/9125-Pine-St-15239/home/74456792,West Penn MLS,1521271,N,Y,40.502071,-79.725746
MLS Listing,,Single Family Residential,9132 Maple St,Plum Boro,PA,15239,92750,2,1.0,Plum Boro,1023,,1915,56,91,,Active,,,http://www.redfin.com/PA/Pittsburgh/9132-Maple-St-15239/home/74456832,West Penn MLS,1521260,N,Y,40.50139,-79.724187
MLS Listing,,Townhouse,4606 Davison St,Lawrenceville,PA,15201,799000,3,3.0,Lawrenceville,2896,1306,2021,56,276,,Active,,,http://www.redfin.com/PA/Pittsburgh/4606-Davison-St-15201/home/167889281,West Penn MLS,1521202,N,Y,40.4712901,-79.9560873
MLS Listing,,Townhouse,4604 Davison St,Lawrenceville,PA,15201,799000,3,3.0,Lawrenceville,2896,1306,2021,56,276,,Active,,,http://www.redfin.com/PA/Pittsburgh/4604-Davison-St-15201/home/167889283,West Penn MLS,1521201,N,Y,40.471242,-79.9561463
MLS Listing,,Townhouse,4602 Davison St,Lawrenceville,PA,15201,799000,3,3.0,Lawrenceville,2896,1306,2021,56,276,,Active,,,http://www.redfin.com/PA/Pittsburgh/4602-Davison-St-15201/home/167889284,West Penn MLS,1521200,N,Y,40.4711939,-79.9562054
MLS Listing,,Townhouse,4600 Davison St,Lawrenceville,PA,15201,799000,3,3.0,Lawrenceville,2896,1306,2021,56,276,,Active,,,http://www.redfin.com/PA/Pittsburgh/4600-Davison-St-15201/home/163856975,West Penn MLS,1521203,N,Y,40.4712173,-79.9561677
MLS Listing,,Single Family Residential,166 38th St,Lawrenceville,PA,15201,332500,2,2.5,Lawrenceville,1170,1306,1890,56,284,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/PA/Pittsburgh/166-38th-St-15201/home/74651972,West Penn MLS,1520992,N,Y,40.4677039,-79.965558
MLS Listing,,Single Family Residential,205 Marose Dr,Penn Hills,PA,15235,109900,2,1.0,Penn Hills,1056,6098,1955,56,104,,Active,,,http://www.redfin.com/PA/Pittsburgh/205-Marose-Dr-15235/home/73552703,West Penn MLS,1521164,N,Y,40.4525473,-79.833143
MLS Listing,,Single Family Residential,289 Carmell Dr,Upper St. Clair,PA,15241,369900,4,2.5,Upper St. Clair,1972,,1969,56,188,,Active,,,http://www.redfin.com/PA/Pittsburgh/289-Carmell-Dr-15241/home/74731536,West Penn MLS,1520640,N,Y,40.305488,-80.0822802
MLS Listing,,Single Family Residential,1116 Faulkner St,Sheraden,PA,15204,107995,2,1.0,Sheraden,984,2613,1900,56,110,,Active,,,http://www.redfin.com/PA/Pittsburgh/1116-Faulkner-St-15204/home/74627490,West Penn MLS,1521058,N,Y,40.4553428,-80.0633695
MLS Listing,,Single Family Residential,2660 S 18 St,South Side,PA,15210,159900,3,1.0,South Side,,,1900,56,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2660-S-18th-St-15210/home/74497781,West Penn MLS,1520931,N,Y,40.420231,-79.9869205
MLS Listing,,Single Family Residential,5200 Duncan,Lawrenceville,PA,15201,259999,3,2.0,Lawrenceville,1885,871,1900,56,138,,Active,,,http://www.redfin.com/PA/Pittsburgh/5200-Duncan-St-15201/home/74735004,West Penn MLS,1521015,N,Y,40.4782882,-79.951206
MLS Listing,,Single Family Residential,45 Kendall Ave,Bellevue,PA,15202,215000,4,2.0,Bellevue,1968,2178,1912,56,109,,Active,,,http://www.redfin.com/PA/Pittsburgh/45-Kendall-Ave-15202/home/74461219,West Penn MLS,1520947,N,Y,40.4897208,-80.0494975
MLS Listing,,Single Family Residential,1600 Trinity St,Stanton Heights,PA,15206,249900,3,1.5,Stanton Heights,1210,3049,1945,56,207,,Active,,,http://www.redfin.com/PA/Pittsburgh/1600-Trinity-St-15206/home/74469379,West Penn MLS,1521037,N,Y,40.4859074,-79.9321027
MLS Listing,,Townhouse,904 Kennebec St,Greenfield,PA,15217,175000,3,1.0,Greenfield,1152,,1920,57,152,,Active,,,http://www.redfin.com/PA/Pittsburgh/904-Kennebec-St-15217/home/74755187,West Penn MLS,1521014,N,Y,40.424965,-79.931733
MLS Listing,,Single Family Residential,3164 Babcock Blvd,Ross Twp,PA,15237,585000,3,4.0,Ross Twp,,39639,1960,57,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3164-Babcock-Blvd-15237/home/74595148,West Penn MLS,1520858,N,Y,40.5228703,-80.014169
MLS Listing,,Single Family Residential,624 Driftwood Dr,O'Hara,PA,15238,449000,5,2.5,O'Hara,2280,20037,1960,57,197,,Active,November-7-2021 11:00 AM,November-7-2021 01:00 PM,http://www.redfin.com/PA/Pittsburgh/624-Driftwood-Dr-15238/home/73501148,West Penn MLS,1520781,N,Y,40.5160791,-79.8552877
MLS Listing,,Single Family Residential,8828 Memorial Dr,McCandless,PA,15237,247000,2,1.0,McCandless,1716,21344,1922,57,144,,Active,,,http://www.redfin.com/PA/Pittsburgh/8828-Memorial-Dr-15237/home/74715686,West Penn MLS,1520628,N,Y,40.5667236,-80.0373809
MLS Listing,,Townhouse,533 Summerlea,Shadyside,PA,15232,374900,3,1.0,Shadyside,1236,1306,1910,57,303,,Active,,,http://www.redfin.com/PA/Pittsburgh/533-Summerlea-St-15232/home/74745473,West Penn MLS,1520990,N,Y,40.4559357,-79.9319607
MLS Listing,,Single Family Residential,143 Fairfax,Forest Hills Boro,PA,15221,129900,3,1.5,Forest Hills Boro,1000,,1940,57,130,,Active,,,http://www.redfin.com/PA/Pittsburgh/143-Fairfax-Rd-15221/home/74578446,West Penn MLS,1520949,N,Y,40.4219271,-79.8576609
MLS Listing,,Single Family Residential,2387 Morrow Rd,Upper St. Clair,PA,15241,1250000,6,6.0,Upper St. Clair,,,1965,57,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2387-Morrow-Rd-15241/home/74619834,West Penn MLS,1520649,N,Y,40.3370169,-80.093418
MLS Listing,,Single Family Residential,505 Herron Ave,Schenley Heights,PA,15219,199900,5,2.0,Schenley Heights,1710,1742,1920,57,117,,Active,,,http://www.redfin.com/PA/Pittsburgh/505-Herron-Ave-15219/home/74567470,West Penn MLS,1520907,N,Y,40.4490096,-79.9652524
