SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1062 Lindendale Dr,Mt. Lebanon,PA,15243,349000,4,2.5,Mt. Lebanon,1701,24829,1950,7,205,,Active,November-6-2021 11:00 AM,November-6-2021 01:00 PM,http://www.redfin.com/PA/Pittsburgh/1062-Lindendale-Dr-15243/home/74529979,West Penn MLS,1528488,N,Y,40.3729575,-80.0635113
MLS Listing,,Single Family Residential,401 Lorenz Ave,Elliott,PA,15220,120000,3,2.0,Elliott,1290,3920,1920,14,93,,Active,,,http://www.redfin.com/PA/Pittsburgh/401-Lorenz-Ave-15220/home/74535662,West Penn MLS,1527404,N,Y,40.446251,-80.0368144
MLS Listing,,Condo/Co-op,307 S Dithridge St #505,Oakland,PA,15213,319900,2,2.0,Oakland,1505,435,1979,64,213,800,Active,,,http://www.redfin.com/PA/Pittsburgh/307-S-Dithridge-St-15213/unit-505/home/74567811,West Penn MLS,1519593,N,Y,40.445326,-79.949933
MLS Listing,,Single Family Residential,1702 S Hawthorn Ct,Franklin Park,PA,15237,620000,4,3.5,Franklin Park,2958,20473,2013,69,210,30,Active,November-6-2021 12:00 PM,November-6-2021 02:00 PM,http://www.redfin.com/PA/Pittsburgh/1702-S-Hawthorn-Ct-15237/home/74447210,West Penn MLS,1519304,N,Y,40.551826,-80.0769991
MLS Listing,,Condo/Co-op,5226 5th Ave #8,Shadyside,PA,15232,355000,3,2.0,Shadyside,1480,435,1980,72,240,446,Active,,,http://www.redfin.com/PA/Pittsburgh/5226-Fifth-Ave-15232/unit-8/home/74665784,West Penn MLS,1518576,N,Y,40.4477171,-79.9359048
MLS Listing,,Multi-Family (2-4 Unit),5538 Avondale Pl,Highland Park,PA,15206,465000,3,3.0,Highland Park,,2613,1921,87,,,Active,,,http://www.redfin.com/PA/Pittsburgh/5538-Avondale-Pl-15206/home/74742163,West Penn MLS,1515336,N,Y,40.4734978,-79.926951
MLS Listing,,Single Family Residential,414 William St,Mt Washington,PA,15211,825000,4,3.0,Mt Washington,2475,3049,2003,107,333,,Active,,,http://www.redfin.com/PA/Pittsburgh/414-William-St-15211/home/74654535,West Penn MLS,1512105,N,Y,40.4280349,-80.003773
MLS Listing,,Single Family Residential,521 New Texas Rd,Plum Boro,PA,15239,500000,6,2.5,Plum Boro,2416,351964,1908,1,207,,Active,,,http://www.redfin.com/PA/Pittsburgh/521-New-Texas-Rd-15239/home/87812268,West Penn MLS,1529434,N,Y,40.4700225,-79.730304
MLS Listing,,Single Family Residential,35 Norwich Ave,West View,PA,15229,275000,4,2.5,West View,,7840,1920,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/35-Norwich-Ave-15229/home/74568031,West Penn MLS,1529153,N,Y,40.5183561,-80.0229042
MLS Listing,,Single Family Residential,117 Harding Rd,Ross Twp,PA,15229,299000,3,3.0,Ross Twp,1780,12632,1958,1,168,,Active,,,http://www.redfin.com/PA/West-View/117-Harding-Rd-15229/home/74594050,West Penn MLS,1528897,N,Y,40.5290982,-80.0364857
MLS Listing,,Single Family Residential,1153 Buente St,Spring Hill,PA,15212,139900,3,1.0,Spring Hill,1224,4356,1900,1,114,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/1153-Buente-St-15212/home/74650331,West Penn MLS,1529426,N,Y,40.466157,-79.9935942
MLS Listing,,Single Family Residential,536 Bellaire Ave,Brookline,PA,15226,269900,5,2.5,Brookline,3197,4791,1920,1,84,,Active,,,http://www.redfin.com/PA/Pittsburgh/536-Bellaire-Ave-15226/home/74696356,West Penn MLS,1529423,N,Y,40.3963722,-80.0223365
MLS Listing,,Condo/Co-op,611 Calais Dr Unit 4104-A,McCandless,PA,15237,113000,1,1.0,McCandless,,,1975,1,,221,Active,,,http://www.redfin.com/PA/Pittsburgh/611-Calais-Dr-15237/unit-4104-A/home/74714982,West Penn MLS,1529285,N,Y,40.5683269,-80.053765
MLS Listing,,Multi-Family (2-4 Unit),203 Grandview Ave,Mt Washington,PA,15211,899000,4,4.5,Mt Washington,,1306,1880,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/203-Grandview-Ave-15211/home/74653603,West Penn MLS,1529389,N,Y,40.4323733,-80.0084268
MLS Listing,,Single Family Residential,1912 Funston Ave,Penn Hills,PA,15235,65000,3,1.5,Penn Hills,1232,3049,1950,1,53,,Active,,,http://www.redfin.com/PA/Pittsburgh/1912-Funston-Ave-15235/home/74513221,West Penn MLS,1529379,N,Y,40.4724012,-79.8850481
MLS Listing,,Single Family Residential,8041 Broadlawn Dr,McCandless,PA,15237,345000,4,2.5,McCandless,2040,12196,1978,1,169,,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/8041-Broadlawn-Dr-15237/home/74688439,West Penn MLS,1529209,N,Y,40.5558814,-80.0640788
MLS Listing,,Single Family Residential,2409 Alwyn St,Brookline,PA,15226,199900,2,1.0,Brookline,1428,4356,1932,1,140,,Active,,,http://www.redfin.com/PA/Pittsburgh/2409-Alwyn-St-15226/home/74765567,West Penn MLS,1529367,N,Y,40.3934334,-80.0124547
MLS Listing,,Single Family Residential,5505 Camelia St,Stanton Heights,PA,15201,229900,3,1.5,Stanton Heights,,,1929,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/5505-Camelia-St-15201/home/74736668,West Penn MLS,1529380,N,Y,40.4804761,-79.945611
MLS Listing,,Single Family Residential,1778 O'block Rd,Plum Boro,PA,15239,229900,3,2.0,Plum Boro,,,1966,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1778-O-Block-Rd-15239/home/73565951,West Penn MLS,1529280,N,Y,40.475342,-79.7195896
MLS Listing,,Multi-Family (2-4 Unit),3137 Josephine St,South Side,PA,15203,209900,3,2.5,South Side,,11325,1900,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3137-Josephine-St-15203/home/74582993,West Penn MLS,1529387,N,Y,40.4207259,-79.9637935
MLS Listing,,Multi-Family (2-4 Unit),1556 Fallowfield Ave,Beechview,PA,15216,289000,5,3.0,Beechview,,6969,1945,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1556-Fallowfield-Ave-15216/home/74598156,West Penn MLS,1529386,N,Y,40.4107472,-80.0239523
MLS Listing,,Single Family Residential,10 Broadmoor Ave,Mt. Lebanon,PA,15228,265000,3,1.0,Mt. Lebanon,1200,6098,1926,1,221,,Active,November-6-2021 11:00 AM,November-6-2021 02:00 PM,http://www.redfin.com/PA/Pittsburgh/10-Broadmoor-Ave-15228/home/73495346,West Penn MLS,1529180,N,Y,40.3796322,-80.0367041
MLS Listing,,Single Family Residential,238 Great Smokey Dr,Plum Boro,PA,15239,260000,3,1.5,Plum Boro,1440,10018,1973,1,181,,Active,,,http://www.redfin.com/PA/Pittsburgh/238-Great-Smokey-Dr-15239/home/74457987,West Penn MLS,1529354,N,Y,40.4768421,-79.7174421
MLS Listing,,Single Family Residential,890 Maplewood Dr,Baldwin Twp,PA,15234,210000,3,2.0,Baldwin Twp,1463,8276,1960,1,144,,Active,,,http://www.redfin.com/PA/Pittsburgh/890-Maplewood-Dr-15234/home/74493442,West Penn MLS,1529309,N,Y,40.3749528,-80.016877
MLS Listing,,Single Family Residential,334 Coltart Ave,Oakland,PA,15213,360000,4,2.0,Oakland,2320,3049,1927,1,155,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/334-Coltart-Ave-15213/home/74571774,West Penn MLS,1528834,N,Y,40.4368421,-79.9578562
MLS Listing,,Single Family Residential,221 Dorothy Dr,Penn Hills,PA,15235,114900,4,2.0,Penn Hills,1488,9583,1955,1,77,,Active,,,http://www.redfin.com/PA/Pittsburgh/221-Dorothy-Dr-15235/home/74602798,West Penn MLS,1529343,N,Y,40.4694231,-79.8362724
MLS Listing,,Ranch,224 Indianola Rd,Indiana TWP - NAL,PA,15024,1650000,3,1.0,Indiana TWP - NAL,,892980,1900,1,,,Active,,,http://www.redfin.com/PA/Cheswick/224-Indianola-Rd-15024/home/173631147,West Penn MLS,1529212,N,Y,40.566486,-79.87056
MLS Listing,,Condo/Co-op,834 Beech Ave #3,Allegheny West,PA,15233,365000,2,2.0,Allegheny West,1253,435,1984,1,291,250,Active,November-6-2021 11:00 AM,November-6-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/834-Beech-Ave-15233/unit-3/home/73499749,West Penn MLS,1529292,N,Y,40.4532185,-80.015807
MLS Listing,,Single Family Residential,117 Bronx Ave,West View,PA,15229,189000,3,1.5,West View,1129,3484,1939,1,167,,Active,,,http://www.redfin.com/PA/Pittsburgh/117-Bronx-Ave-15229/home/74566206,West Penn MLS,1528979,N,Y,40.5185841,-80.039586
MLS Listing,,Single Family Residential,302 N Lang,Point Breeze,PA,15208,399000,4,2.5,Point Breeze,1749,4356,2002,1,228,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/PA/Pittsburgh/302-N-Lang-Ave-15208/home/73538116,West Penn MLS,1529328,N,Y,40.4518396,-79.9020187
MLS Listing,,Townhouse,5641 Bryant,Highland Park,PA,15206,686000,3,3.0,Highland Park,1810,,1930,1,379,,Active,,,http://www.redfin.com/PA/Pittsburgh/5641-Bryant-St-15206/home/74741460,West Penn MLS,1529329,N,Y,40.4769113,-79.9222752
MLS Listing,,Multi-Family (2-4 Unit),70 Transvaal Ave,Ross Twp,PA,15212,280000,6,3.0,Ross Twp,,15245,1990,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/70-Transvaal-Ave-15212/home/74506209,West Penn MLS,1529326,N,Y,40.4925105,-80.0330796
MLS Listing,,Single Family Residential,419 Parker St,Shaler,PA,15209,160000,2,1.5,Shaler,690,5227,1910,1,232,,Active,,,http://www.redfin.com/PA/Pittsburgh/419-Parker-St-15209/home/74508704,West Penn MLS,1529325,N,Y,40.4938054,-79.9616083
MLS Listing,,Townhouse,505 Wingate Dr,Robinson Twp - NWA,PA,15205,219900,3,2.5,Robinson Twp - NWA,1488,1742,2002,1,148,127,Active,,,http://www.redfin.com/PA/Pittsburgh/505-Wingate-Dr-15205/home/74776332,West Penn MLS,1529324,N,Y,40.445909,-80.1148138
MLS Listing,,Single Family Residential,7090 Bennington Woods Dr,Ross Twp,PA,15237,559900,4,3.5,Ross Twp,2760,,1994,1,203,,Active,,,http://www.redfin.com/PA/Pittsburgh/7090-Bennington-Woods-Dr-15237/home/74690437,West Penn MLS,1529327,N,Y,40.5527695,-79.9947301
MLS Listing,,Single Family Residential,414 Hochberg Rd,Penn Hills,PA,15235,219770,3,2.5,Penn Hills,1188,11761,1950,1,185,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/414-Hochberg-Rd-15235/home/74574335,West Penn MLS,1529323,N,Y,40.4658497,-79.8627062
MLS Listing,,Single Family Residential,1416 Diamond Ct,Upper St. Clair,PA,15241,674900,3,4.0,Upper St. Clair,2952,13503,2015,1,229,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/1416-Diamond-Ct-15241/home/100815392,West Penn MLS,1529307,N,Y,40.3578259,-80.090396
MLS Listing,,Single Family Residential,667 Baldwin,Lincoln Place,PA,15207,130000,3,2.0,Lincoln Place,1604,5227,1900,1,81,,Active,,,http://www.redfin.com/PA/Hazelwood/667-Baldwin-15207/home/177057845,West Penn MLS,1529130,N,Y,40.4034179,-79.9360593
MLS Listing,,Single Family Residential,1041 Berkshire Ave,Brookline,PA,15226,219900,3,1.0,Brookline,1150,4791,1954,1,191,,Active,,,http://www.redfin.com/PA/Pittsburgh/1041-Berkshire-Ave-15226/home/74768879,West Penn MLS,1529318,N,Y,40.390293,-80.0164846
MLS Listing,,Single Family Residential,326 Lorenz Ave,Elliott,PA,15220,109900,2,1.0,Elliott,1068,1306,1910,1,103,,Active,,,http://www.redfin.com/PA/Pittsburgh/326-Lorenz-Ave-15220/home/74535572,West Penn MLS,1529282,N,Y,40.4466363,-80.0369994
MLS Listing,,Single Family Residential,416 Sylvania Dr,Ross Twp,PA,15229,189900,2,1.0,Ross Twp,1007,8712,1950,1,189,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/PA/Pittsburgh/416-Sylvania-Dr-15229/home/74629129,West Penn MLS,1528942,N,Y,40.5331495,-80.0274025
MLS Listing,,Townhouse,615 Tripoli St,East Allegheny,PA,15212,387000,4,2.0,East Allegheny,2816,1306,1900,1,137,,Active,November-6-2021 12:00 PM,November-6-2021 02:00 PM,http://www.redfin.com/PA/Pittsburgh/615-Tripoli-St-15212/home/74557488,West Penn MLS,1529189,N,Y,40.4561334,-79.999215
MLS Listing,,Single Family Residential,42 Norton St,Mt Washington,PA,15211,31800,2,1.5,Mt Washington,1589,2613,1900,1,20,,Active,,,http://www.redfin.com/PA/Pittsburgh/42-Norton-St-15211/home/74654427,West Penn MLS,1529308,N,Y,40.4260863,-80.010429
MLS Listing,,Single Family Residential,232 Jucunda St,Knoxville,PA,15210,125000,4,2.0,Knoxville,1970,3484,1900,1,63,,Active,,,http://www.redfin.com/PA/Pittsburgh/232-Jucunda-St-15210/home/74497868,West Penn MLS,1529262,N,Y,40.417049,-79.9926927
MLS Listing,,Single Family Residential,11659 Althea Rd,Penn Hills,PA,15235,170000,3,1.5,Penn Hills,1122,7840,1956,1,152,,Active,,,http://www.redfin.com/PA/Pittsburgh/11659-Althea-Dr-15235/home/74635487,West Penn MLS,1529287,N,Y,40.4662674,-79.8298712
MLS Listing,,Single Family Residential,4334 Reece Dr,Whitehall,PA,15227,244900,3,2.0,Whitehall,1275,9147,1952,1,192,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/4334-Reece-Dr-15227/home/73546330,West Penn MLS,1529149,N,Y,40.3684114,-79.9883951
MLS Listing,,Single Family Residential,109 S 21st St,South Side,PA,15203,160000,4,1.5,South Side,1728,1742,1882,1,93,,Active,,,http://www.redfin.com/PA/Pittsburgh/109-S-21st-St-15203/home/74478884,West Penn MLS,1529131,N,Y,40.427682,-79.9761391
MLS Listing,,Single Family Residential,1826 Realty Ave,Beechview,PA,15216,92000,3,1.5,Beechview,1120,,1920,1,82,,Active,,,http://www.redfin.com/PA/Pittsburgh/1826-Realty-Ave-15216/home/74598016,West Penn MLS,1529256,N,Y,40.4066366,-80.0247385
MLS Listing,,Single Family Residential,3020 Willett Rd,Brentwood,PA,15227,159900,3,1.5,Brentwood,1242,,1949,1,129,,Active,,,http://www.redfin.com/PA/Pittsburgh/3020-Willett-Rd-15227/home/74488076,West Penn MLS,1529286,N,Y,40.3827597,-79.970174
MLS Listing,,Single Family Residential,2305 Manor Ave,Swissvale,PA,15218,229900,3,1.5,Swissvale,1444,2613,1920,1,159,,Active,,,http://www.redfin.com/PA/Pittsburgh/2305-Manor-Ave-15218/home/73523397,West Penn MLS,1529298,N,Y,40.4205257,-79.8810412
MLS Listing,,Single Family Residential,6354 Morrowfield Ave,Squirrel Hill,PA,15217,329900,4,2.5,Squirrel Hill,,,1927,1,,,Active,November-7-2021 12:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/6354-Morrowfield-Ave-15217/home/74754970,West Penn MLS,1529201,N,Y,40.4269296,-79.920972
MLS Listing,,Single Family Residential,1128 South Side,Spring Hill,PA,15212,95000,5,1.0,Spring Hill,3500,,1900,1,27,,Active,,,http://www.redfin.com/PA/Pittsburgh/1128-S-Side-Ave-15212/home/74649791,West Penn MLS,1529270,N,Y,40.4702861,-79.9957786
MLS Listing,,Single Family Residential,3638 Fieldstone Dr,West Homestead,PA,15120,139900,3,1.0,West Homestead,900,,1957,1,155,,Active,,,http://www.redfin.com/PA/West-Homestead/3638-Fieldstone-Dr-15120/home/73511384,West Penn MLS,1528976,N,Y,40.3944819,-79.9156518
MLS Listing,,Single Family Residential,1120 Moyer St,Sheraden,PA,15204,84900,3,1.0,Sheraden,1386,3049,1925,1,61,,Active,,,http://www.redfin.com/PA/Pittsburgh/1120-Moyer-St-15204/home/74627496,West Penn MLS,1528939,N,Y,40.4574169,-80.0658249
MLS Listing,,Single Family Residential,1328 Sheffield St,Manchester,PA,15233,199000,3,1.0,Manchester,1520,1742,1931,1,131,,Active,November-7-2021 12:00 PM,November-7-2021 02:00 PM,http://www.redfin.com/PA/Pittsburgh/1328-Sheffield-St-15233/home/73546927,West Penn MLS,1529228,N,Y,40.4533241,-80.0256489
MLS Listing,,Single Family Residential,3003 Dodds Ave,Banksville/Westwood,PA,15216,140000,2,1.0,Banksville/Westwood,,,1945,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3003-Dodds-Ave-15216/home/74699023,West Penn MLS,1529191,N,Y,40.4015006,-80.0412477
MLS Listing,,Condo/Co-op,2250 Mary St #311,South Side,PA,15203,436000,2,2.0,South Side,1535,435,1950,1,284,325,Active,November-7-2021 12:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/2250-Mary-St-15203/unit-311/home/74774730,West Penn MLS,1529049,N,Y,40.4254002,-79.9742162
MLS Listing,,Single Family Residential,5114 Keystone St,Lawrenceville,PA,15201,434900,3,3.5,Lawrenceville,2184,871,1900,1,199,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/PA/Pittsburgh/5114-Keystone-St-15201/home/74735064,West Penn MLS,1529175,N,Y,40.4776843,-79.9536422
MLS Listing,,Ranch,Lot 401 Winchester Dr,Upper St. Clair,PA,15241,250000,0,,Upper St. Clair,,22215,,1,,,Active,,,http://www.redfin.com/PA/Upper-St-Clair/Lot-401-Winchester-Dr-15241/home/171526141,West Penn MLS,1529221,N,Y,40.3588151,-80.0820504
MLS Listing,,Single Family Residential,222 Bart Dr,Penn Hills,PA,15235,129900,3,1.0,Penn Hills,1120,,1955,1,116,,Active,,,http://www.redfin.com/PA/Pittsburgh/222-Bart-Dr-15235/home/73550423,West Penn MLS,1529214,N,Y,40.4650095,-79.8419072
MLS Listing,,Single Family Residential,2906 Glasgow St,Sheraden,PA,15204,120000,2,1.0,Sheraden,441,2178,1959,1,272,,Active,,,http://www.redfin.com/PA/Pittsburgh/2906-Glasgow-St-15204/home/74539301,West Penn MLS,1529033,N,Y,40.4570225,-80.0483194
MLS Listing,,Single Family Residential,2908 Glasgow St,Sheraden,PA,15204,100000,1,1.0,Sheraden,770,2613,1918,1,130,,Active,,,http://www.redfin.com/PA/Pittsburgh/2908-Glasgow-St-15204/home/74539299,West Penn MLS,1529038,N,Y,40.4570842,-80.0484387
MLS Listing,,Single Family Residential,2920 Glasgow St,Sheraden,PA,15204,190000,3,1.0,Sheraden,1280,6534,1928,1,148,,Active,,,http://www.redfin.com/PA/Pittsburgh/2920-Glasgow-St-15204/home/74539298,West Penn MLS,1529055,N,Y,40.4573471,-80.0487444
MLS Listing,,Single Family Residential,1538 Princess Ave,Beechview,PA,15216,229000,3,1.0,Beechview,2089,3049,1900,1,110,,Active,November-7-2021 01:00 AM,November-7-2021 04:00 PM,http://www.redfin.com/PA/Pittsburgh/1538-Princess-Ave-15216/home/73550749,West Penn MLS,1529100,N,Y,40.4109903,-80.0176632
MLS Listing,,Single Family Residential,2910 Glasgow St,Sheraden,PA,15204,295000,3,2.0,Sheraden,1832,3920,1928,1,161,,Active,,,http://www.redfin.com/PA/Pittsburgh/2910-Glasgow-St-15204/home/74539300,West Penn MLS,1529187,N,Y,40.4572047,-80.048512
MLS Listing,,Single Family Residential,2919 Glasgow St,Sheraden,PA,15204,79000,0,,Sheraden,,9147,2003,1,,,Active,,,http://www.redfin.com/PA/Pittsburgh/2919-Glasgow-St-15204/home/74539315,West Penn MLS,1529045,N,Y,40.4570565,-80.0490281
MLS Listing,,Single Family Residential,2914 Glasgow St,Sheraden,PA,15204,119000,3,1.0,Sheraden,1152,9147,1930,1,103,,Active,,,http://www.redfin.com/PA/Pittsburgh/2914-Glasgow-St-15204/home/74539297,West Penn MLS,1529043,N,Y,40.4572551,-80.0485915
MLS Listing,,Single Family Residential,202 Dunbar Dr,Wilkins Twp,PA,15235,135000,2,1.0,Wilkins Twp,1137,6969,1954,1,119,,Active,,,http://www.redfin.com/PA/Pittsburgh/202-Dunbar-Dr-15235/home/74669730,West Penn MLS,1529206,N,Y,40.4367023,-79.8087113
MLS Listing,,Single Family Residential,3600 Smallman,Lawrenceville,PA,15201,925000,3,2.5,Lawrenceville,2295,,2021,1,403,,Active,,,http://www.redfin.com/PA/Pittsburgh/3600-Smallman-St-15201/home/163825475,West Penn MLS,1529190,N,Y,40.466064,-79.966697
MLS Listing,,Single Family Residential,3220 Harcum Way,South Side,PA,15203,210000,3,1.5,South Side,2040,1306,1890,1,103,,Active,,,http://www.redfin.com/PA/Pittsburgh/3220-Harcum-Way-15203/home/74775515,West Penn MLS,1529080,N,Y,40.4211327,-79.9624715
MLS Listing,,Condo/Co-op,1987 Centurion Dr #609,Forest Hills Boro,PA,15221,62900,1,1.0,Forest Hills Boro,,,1987,1,,311,Active,,,http://www.redfin.com/PA/Pittsburgh/1987-Centurion-Dr-15221/unit-609/home/177048368,West Penn MLS,1529181,N,Y,40.4228669,-79.853398
MLS Listing,,Single Family Residential,515 Natchez,Mt Washington,PA,15211,259900,4,3.0,Mt Washington,,,1950,1,,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/515-Natchez-St-15211/home/73579543,West Penn MLS,1528795,N,Y,40.4266338,-80.012948
MLS Listing,,Single Family Residential,411 Susanna Ct,Greenfield,PA,15207,249250,3,2.0,Greenfield,,,1945,1,,,Active,November-7-2021 12:00 PM,November-7-2021 02:00 PM,http://www.redfin.com/PA/Pittsburgh/411-Susanna-Ct-15207/home/73580346,West Penn MLS,1529042,N,Y,40.4184123,-79.9404964
MLS Listing,,Single Family Residential,2643 Rossmoor Dr,Upper St. Clair,PA,15241,625000,4,4.5,Upper St. Clair,,,1990,2,,,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/PA/Pittsburgh/2643-Rossmoor-Dr-15241/home/74708378,West Penn MLS,1529152,N,Y,40.3087104,-80.0834586
MLS Listing,,Single Family Residential,7021 Bennington Woods Dr,McCandless,PA,15237,575000,4,3.5,McCandless,,30927,1991,2,,12,Active,,,http://www.redfin.com/PA/Pittsburgh/7021-Bennington-Woods-Dr-15237/home/74690477,West Penn MLS,1529145,N,Y,40.5544602,-79.9989808
MLS Listing,,Single Family Residential,114 Crescent Hills Rd,Penn Hills,PA,15235,163000,3,1.5,Penn Hills,1125,9147,1950,2,145,,Active,,,http://www.redfin.com/PA/Pittsburgh/114-Crescent-Hills-Rd-15235/home/74635071,West Penn MLS,1529148,N,Y,40.4733685,-79.8232508
MLS Listing,,Single Family Residential,5621 Curry Rd,Baldwin Boro,PA,15236,175000,5,3.0,Baldwin Boro,,10454,1900,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/5621-Curry-Rd-15236/home/74647978,West Penn MLS,1529146,N,Y,40.3332178,-79.9889631
MLS Listing,,Single Family Residential,1229 Universal Rd,Penn Hills,PA,15235,89900,3,1.5,Penn Hills,1404,7405,1950,2,64,,Active,,,http://www.redfin.com/PA/Pittsburgh/1229-Universal-Rd-15235/home/74668743,West Penn MLS,1529120,N,Y,40.4629612,-79.8036928
MLS Listing,,Single Family Residential,943 Norwich Ave,Brookline,PA,15226,74900,3,1.0,Brookline,995,3484,1926,2,75,,Active,,,http://www.redfin.com/PA/Pittsburgh/943-Norwich-Ave-15226/home/74769304,West Penn MLS,1528966,N,Y,40.3893414,-80.0216486
MLS Listing,,Single Family Residential,107 Snowden Dr,Ross Twp,PA,15229,360000,4,2.5,Ross Twp,2254,10018,1973,2,160,,Active,,,http://www.redfin.com/PA/Pittsburgh/107-Snowden-Dr-15229/home/74593204,West Penn MLS,1529020,N,Y,40.5232893,-80.062551
MLS Listing,,Single Family Residential,225 Ruxton St,Mt Washington,PA,15211,215000,3,1.5,Mt Washington,1524,2613,1920,2,141,,Active,,,http://www.redfin.com/PA/Pittsburgh/225-Ruxton-St-15211/home/74655010,West Penn MLS,1529015,N,Y,40.4250539,-80.0016762
MLS Listing,,Single Family Residential,9221 Babcock Blvd,McCandless,PA,15237,199900,3,2.0,McCandless,,,1955,2,,,Active,,,http://www.redfin.com/PA/McCandless/9221-Babcock-BLVD-15237/home/177044548,West Penn MLS,1529106,N,Y,40.5610745,-80.0394123
MLS Listing,,Single Family Residential,3815 Baytree St,Observatory Hill,PA,15214,229900,4,1.5,Observatory Hill,,,1939,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/3815-Baytree-St-15214/home/74463526,West Penn MLS,1529105,N,Y,40.4891633,-80.0161891
MLS Listing,,Single Family Residential,9200 Mary Ave,McCandless,PA,15237,175000,4,1.0,McCandless,1376,13068,1950,2,127,,Active,,,http://www.redfin.com/PA/Pittsburgh/9200-Mary-Ave-15237/home/74739207,West Penn MLS,1528876,N,Y,40.572851,-80.0410867
MLS Listing,,Single Family Residential,128 Avenue A,Forest Hills Boro,PA,15221,179900,3,1.0,Forest Hills Boro,1320,,1926,2,136,,Active,November-14-2021 11:00 AM,November-14-2021 01:00 PM,http://www.redfin.com/PA/Pittsburgh/128-Avenue-A-15221/home/74606868,West Penn MLS,1528896,N,Y,40.4160677,-79.8474323
MLS Listing,,Single Family Residential,1201 Orvis Ave,Shaler,PA,15223,249000,3,2.0,Shaler,,,1928,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/1201-Orvis-Ave-15223/home/74570172,West Penn MLS,1529075,N,Y,40.5194534,-79.9564947
MLS Listing,,Single Family Residential,123 E Meyers St,Carrick,PA,15210,139900,3,1.0,Carrick,,,1918,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/123-E-Meyers-St-15210/home/74687549,West Penn MLS,1529072,N,Y,40.4004769,-79.9864908
MLS Listing,,Ranch,301 Arabella St,Knoxville,PA,15210,9900,0,,Knoxville,,2613,,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/301-Arabella-St-15210/home/74589712,West Penn MLS,1529070,N,Y,40.4124951,-79.9930516
MLS Listing,,Single Family Residential,164 S 19th St,South Side,PA,15203,175000,2,1.0,South Side,1088,1306,1900,2,161,,Active,,,http://www.redfin.com/PA/Pittsburgh/164-S-19th-St-15203/home/73542191,West Penn MLS,1528935,N,Y,40.4257792,-79.9795373
MLS Listing,,Single Family Residential,322 Beulah Rd,Penn Hills,PA,15235,67000,3,2.0,Penn Hills,,,1956,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/322-Beulah-Rd-15235/home/74603569,West Penn MLS,1529067,N,Y,40.4578913,-79.8433514
MLS Listing,,Single Family Residential,317 Edgewood Ave,Forest Hills Boro,PA,15221,125000,2,3.0,Forest Hills Boro,,,1940,2,,,Active,,,http://www.redfin.com/PA/Pittsburgh/317-Edgewood-Rd-15221/home/74547097,West Penn MLS,1529065,N,Y,40.4300852,-79.8680318
